Country Name,Country Code,year,borrow_any,fin_account,distance,lack_doc,lack_trust,save_fin_acc,credit_c_purch,mm_account,save_any,imputer
Costa Rica,CRI,2021,0.3779999999999999,0.6849,0.0953,0.129,0.1159999999999999,0.2185,0.1148,0.24118787878787876,0.4733,Media
Cote d'Ivoire,CIV,2021,0.4617,0.2057,0.2362999999999999,0.2689,0.1826,0.0588,0.30153571428571424,0.4039999999999999,0.4279,Media
Croatia,HRV,2021,0.4650999999999999,0.918,0.0032,0.0096,0.0207,0.2523999999999999,0.2798,0.24118787878787876,0.4897999999999999,Media
Cyprus,CYP,2021,0.4895,0.9313,0.0093999999999999,0.0069,0.0078,0.281,0.2814,0.24118787878787876,0.4514,Media
Czech Republic,CZE,2021,0.4160999999999999,0.9494,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.5977,0.2391,0.24118787878787876,0.8181999999999999,Media
Denmark,DNK,2021,0.6255,1.0,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.6729,0.4447,0.24118787878787876,0.8456999999999999,Media
Djibouti,DJI,2021,0.5107146341463414,0.6520886178861788,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.27141382113821133,0.30153571428571424,0.24118787878787876,0.5276739837398373,Media
Dominican Republic,DOM,2021,0.4509,0.4955,0.1417,0.1981,0.1664999999999999,0.1243,0.072,0.0757,0.3752,Media
Ecuador,ECU,2021,0.471,0.6418,0.184,0.1409,0.1407,0.131,0.0992,0.24118787878787876,0.3882,Media
"Egypt, Arab Rep.",EGY,2021,0.4644,0.261,0.0567,0.0513,0.045,0.0355,0.30153571428571424,0.0292,0.2079,Media
El Salvador,SLV,2021,0.2981,0.3071,0.2014999999999999,0.2584,0.2455,0.0776999999999999,0.30153571428571424,0.1092,0.3835,Media
Estonia,EST,2021,0.4683,0.9938,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.6178,0.2422,0.24118787878787876,0.7777,Media
Ethiopia,ETH,2021,0.5107146341463414,0.6520886178861788,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.27141382113821133,0.30153571428571424,0.24118787878787876,0.5276739837398373,Media
Finland,FIN,2021,0.6046,0.9953,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.6204,0.4739,0.24118787878787876,0.7626999999999999,Media
France,FRA,2021,0.5257999999999999,0.9924,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.537,0.326,0.24118787878787876,0.7292000000000001,Media
Gabon,GAB,2021,0.5708,0.2755,0.1684,0.1926999999999999,0.2939,0.1128999999999999,0.30153571428571424,0.5748,0.615,Media
"Gambia, The",GMB,2021,0.5107146341463414,0.6520886178861788,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.27141382113821133,0.30153571428571424,0.24118787878787876,0.5276739837398373,Media
Georgia,GEO,2021,0.4033,0.7047,0.0915,0.0704,0.1164,0.0779,0.1182,0.0823,0.2371,Media
Germany,DEU,2021,0.6636,0.9998,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.5714,0.4571,0.24118787878787876,0.856,Media
Ghana,GHA,2021,0.5221,0.392,0.1328,0.1568999999999999,0.1306,0.2105999999999999,0.30153571428571424,0.5969,0.6857,Media
Greece,GRC,2021,0.4772999999999999,0.9488,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.2648999999999999,0.1801,0.24118787878787876,0.4502,Media
Guatemala,GTM,2021,0.5107146341463414,0.6520886178861788,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.27141382113821133,0.30153571428571424,0.24118787878787876,0.5276739837398373,Media
Guinea,GIN,2021,0.5696,0.1377,0.3354999999999999,0.3889,0.222,0.049,0.30153571428571424,0.2151,0.4467,Media
Haiti,HTI,2021,0.5107146341463414,0.6520886178861788,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.27141382113821133,0.30153571428571424,0.24118787878787876,0.5276739837398373,Media
Honduras,HND,2021,0.3768999999999999,0.3388,0.2671,0.1977,0.2534,0.1055,0.30153571428571424,0.0886999999999999,0.2884,Media
"Hong Kong SAR, China",HKG,2021,0.7301000000000001,0.978,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.5948,0.6867,0.24118787878787876,0.679,Media
Hungary,HUN,2021,0.296,0.8822,0.0084,0.0139999999999999,0.0334,0.3191,0.1235,0.24118787878787876,0.5878,Media
Iceland,ISL,2021,0.853,1.0,0.1474056818181818,0.1557090909090909,0.12651136363636362,0.7584000000000001,0.6814,0.24118787878787876,0.8867,Media
India,IND,2021,0.4478999999999999,0.773,0.1043999999999999,0.0652,0.0775,0.1275,0.30153571428571424,0.1043999999999999,0.2355,Media
